hpo_id,name,definition,synonyms,text_for_embedding
HP:0000723,Restrictive behavior,Behavior characterized by an abnormal limitation to a few interests and activities.,"['Restricted behavior', 'Restricted behaviour', 'Restrictive behavior', 'Restrictive behavior, interests, and activities']","Restrictive behavior. Behavior characterized by an abnormal limitation to a few interests and activities. Restricted behavior. Restricted behaviour. Restrictive behavior. Restrictive behavior, interests, and activities"
HP:0000725,Psychotic episodes,"Periods of time during which an individual experiences significant disturbances in their thoughts, perceptions, emotions, and behavior, resulting in a loss of touch with reality. These episodes are hallmark features of psychotic disorders such as schizophrenia, schizoaffective disorder, and certain forms of bipolar disorder.",['Psychotic episodes'],"Psychotic episodes. Periods of time during which an individual experiences significant disturbances in their thoughts, perceptions, emotions, and behavior, resulting in a loss of touch with reality. These episodes are hallmark features of psychotic disorders such as schizophrenia, schizoaffective disorder, and certain forms of bipolar disorder. Psychotic episodes"
HP:0000726,Dementia,"A loss of global cognitive ability of sufficient amount to interfere with normal social or occupational function. Dementia represents a loss of previously present cognitive abilities, generally in adults, and can affect memory, thinking, language, judgment, and behavior.","['Dementia', 'Dementia, progressive', 'Progressive dementia']","Dementia. A loss of global cognitive ability of sufficient amount to interfere with normal social or occupational function. Dementia represents a loss of previously present cognitive abilities, generally in adults, and can affect memory, thinking, language, judgment, and behavior. Dementia. Dementia, progressive. Progressive dementia"
HP:0000727,Frontal lobe dementia,,[],Frontal lobe dementia.  
HP:0000728,Impaired ability to form peer relationships,"Difficulty to establish relations with others in a comparable social group (peers) that may be manifested in pehnomena such as not being able to initiative a conversation, understand social cues, or to discuss shared interests. This feature is associated with poor integration within a community or group.",[],"Impaired ability to form peer relationships. Difficulty to establish relations with others in a comparable social group (peers) that may be manifested in pehnomena such as not being able to initiative a conversation, understand social cues, or to discuss shared interests. This feature is associated with poor integration within a community or group. "
HP:0000729,Autistic behavior,Persistent deficits in social interaction and communication and interaction as well as a markedly restricted repertoire of activity and interest as well as repetitive patterns of behavior.,"['ASD', 'Autistic behaviour', 'Pervasive developmental disorder', 'Autism spectrum disorder', 'Autism spectrum disorders', 'Autistic behaviors', 'Autistic behaviours']",Autistic behavior. Persistent deficits in social interaction and communication and interaction as well as a markedly restricted repertoire of activity and interest as well as repetitive patterns of behavior. ASD. Autistic behaviour. Pervasive developmental disorder. Autism spectrum disorder. Autism spectrum disorders. Autistic behaviors. Autistic behaviours
HP:0000732,Inflexible adherence to routines,A need to strictly adhere to repetitive routines or patterns of behavior which are created by the environment. One becomes upset or distressed when their routines are disrupted or altered.,[],Inflexible adherence to routines. A need to strictly adhere to repetitive routines or patterns of behavior which are created by the environment. One becomes upset or distressed when their routines are disrupted or altered. 
HP:0000733,Motor stereotypy,Use of the same abnormal action in response to certain triggers or at random. They may be used as a way to regulate one's internal state but must otherwise have no apparent functional purpose.,"['Abnormal repetitive mannerism', 'Repetitive behavior', 'Repetitive behaviour Stereotypic behaviour', 'Repetitive movements', 'Repetitive, stereotypic behavior', 'Stereotyped', 'Stereotyped behavior', 'Stereotyped behaviors', 'Stereotyped behaviour', 'Stereotyped behaviours', 'Stereotypic behaviour', 'Stereotypic behaviours', 'Stereotypical motor behavior', 'Stereotypical motor behaviors', 'Stereotypical motor behaviour', 'Stereotypical motor behaviours', 'Stimming', 'repetitive behaviour']","Motor stereotypy. Use of the same abnormal action in response to certain triggers or at random. They may be used as a way to regulate one's internal state but must otherwise have no apparent functional purpose. Abnormal repetitive mannerism. Repetitive behavior. Repetitive behaviour Stereotypic behaviour. Repetitive movements. Repetitive, stereotypic behavior. Stereotyped. Stereotyped behavior. Stereotyped behaviors. Stereotyped behaviour. Stereotyped behaviours. Stereotypic behaviour. Stereotypic behaviours. Stereotypical motor behavior. Stereotypical motor behaviors. Stereotypical motor behaviour. Stereotypical motor behaviours. Stimming. repetitive behaviour"
HP:0000734,Disinhibition,"Reduced ability to control, or a failure to resist a temptation, urge, or impulse. Examples include disregard for social conventions, general impulsivity, and poor risk assessment.","['Impulse control disorders', 'Self-control']","Disinhibition. Reduced ability to control, or a failure to resist a temptation, urge, or impulse. Examples include disregard for social conventions, general impulsivity, and poor risk assessment. Impulse control disorders. Self-control"
HP:0000735,obsolete Impaired social interactions,,[],obsolete Impaired social interactions.  
HP:0000736,Short attention span,Reduced attention span characterized by distractibility and impulsivity.,"['Easily distracted', 'Easy distractibility', 'High distractibility', 'Poor attention span', 'Problem paying attention', 'Short attention span']",Short attention span. Reduced attention span characterized by distractibility and impulsivity. Easily distracted. Easy distractibility. High distractibility. Poor attention span. Problem paying attention. Short attention span
HP:0000737,Irritability,"A proneness to anger, i.e., a tendency to become easily bothered or annoyed.","['Irritability', 'Irritable', 'Irritable mood']","Irritability. A proneness to anger, i.e., a tendency to become easily bothered or annoyed. Irritability. Irritable. Irritable mood"
HP:0000738,Hallucinations,"Perceptions in a conscious and awake state that, in the absence of external stimuli, have qualities of real perception. These perceptions are vivid, substantial, and located in external objective space.","['Hallucination', 'Hallucinations', 'Sensory hallucination']","Hallucinations. Perceptions in a conscious and awake state that, in the absence of external stimuli, have qualities of real perception. These perceptions are vivid, substantial, and located in external objective space. Hallucination. Hallucinations. Sensory hallucination"
HP:0000739,Anxiety,"Intense feelings of nervousness, tension, or panic often arise in response to interpersonal stresses. There is worry about the negative effects of past unpleasant experiences and future negative possibilities. Individuals may feel fearful, apprehensive, or threatened by uncertainty, and they may also have fears of falling apart or losing control.","['Anxiety', 'Anxiousness', 'Excessive, persistent worry and fear', 'Anxiety disease']","Anxiety. Intense feelings of nervousness, tension, or panic often arise in response to interpersonal stresses. There is worry about the negative effects of past unpleasant experiences and future negative possibilities. Individuals may feel fearful, apprehensive, or threatened by uncertainty, and they may also have fears of falling apart or losing control. Anxiety. Anxiousness. Excessive, persistent worry and fear. Anxiety disease"
HP:0000740,Episodic paroxysmal anxiety,"Recurrent attacks of severe anxiety, which occur without restriction to any particular situation or set of circumstances, are therefore unpredictable.",[],"Episodic paroxysmal anxiety. Recurrent attacks of severe anxiety, which occur without restriction to any particular situation or set of circumstances, are therefore unpredictable. "
HP:0000741,Apathy,"Apathy is a quantitative reduction of interest, motivation and the initiation and persistence of goal-directed behavior, where often the accompanying emotions, thoughts, and social interactions are also diminished. The individual is typically non-reactive to provocations, positive or negative, and appears to not care. Distinguished from lethargy which involves lack of physical or mental energy.","['Lack of feeling, emotion, interest', 'Lack of feeling, emotion, interest, motivation, initiation', 'State of indifference']","Apathy. Apathy is a quantitative reduction of interest, motivation and the initiation and persistence of goal-directed behavior, where often the accompanying emotions, thoughts, and social interactions are also diminished. The individual is typically non-reactive to provocations, positive or negative, and appears to not care. Distinguished from lethargy which involves lack of physical or mental energy. Lack of feeling, emotion, interest. Lack of feeling, emotion, interest, motivation, initiation. State of indifference"
HP:0000742,Self-mutilation,"Deliberate harm to one's body resulting in tissue damage, without a conscious intent to die.","['Deliberate self-harm', 'Self mutilation', 'Self-mutilation']","Self-mutilation. Deliberate harm to one's body resulting in tissue damage, without a conscious intent to die. Deliberate self-harm. Self mutilation. Self-mutilation"
HP:0000743,Frontal release signs,Primitive reflexes traditionally held to be a sign of disorders that affect the frontal lobes.,['Frontal release reflexes'],Frontal release signs. Primitive reflexes traditionally held to be a sign of disorders that affect the frontal lobes. Frontal release reflexes
HP:0000744,Low frustration tolerance,"The feeling of frustration can be defined as an emotional reaction that occurs when a desired goal is not achieved. Frustration intolerance is defined as an age-inappropriate response to frustration, characterized by crying or temper tantrums in children, or aggressive or other undesirable behaviors.",['Intolerance to frustration'],"Low frustration tolerance. The feeling of frustration can be defined as an emotional reaction that occurs when a desired goal is not achieved. Frustration intolerance is defined as an age-inappropriate response to frustration, characterized by crying or temper tantrums in children, or aggressive or other undesirable behaviors. Intolerance to frustration"
HP:0000745,Abnormal diminished volition,"A reduction in willful and motivated goal-directed behavior that is considered the determinant of behavior and adaptation that allows individuals to get started, be energized to perform a sustained and directed action.","['Diminished energy', 'Diminished motivation', 'Diminished volitional state', 'Lack of initiative', 'Lack of motivation', 'Lacking in initiative', 'Lacks initiative']","Abnormal diminished volition. A reduction in willful and motivated goal-directed behavior that is considered the determinant of behavior and adaptation that allows individuals to get started, be energized to perform a sustained and directed action. Diminished energy. Diminished motivation. Diminished volitional state. Lack of initiative. Lack of motivation. Lacking in initiative. Lacks initiative"
HP:0000746,Delusion,"A delusion is a fixed false belief held despite evidence to the contrary. The term delusion broadly encompasses all false judgments that possess the following external characteristics to a significant, albeit unspecified, extent: (1) they are held with an exceptional level of conviction, accompanied by an unparalleled subjective certainty; (2) there is an inability to consider alternative experiences or compelling counter-arguments; (3) the content of the belief is impossible.",['Delusions'],"Delusion. A delusion is a fixed false belief held despite evidence to the contrary. The term delusion broadly encompasses all false judgments that possess the following external characteristics to a significant, albeit unspecified, extent: (1) they are held with an exceptional level of conviction, accompanied by an unparalleled subjective certainty; (2) there is an inability to consider alternative experiences or compelling counter-arguments; (3) the content of the belief is impossible. Delusions"
HP:0000748,Inappropriate laughter,"Laughing that may be excessive and/or inappropriate in context (e.g., laughing at a funeral while others are crying).",['Inappropriate laughter'],"Inappropriate laughter. Laughing that may be excessive and/or inappropriate in context (e.g., laughing at a funeral while others are crying). Inappropriate laughter"
HP:0000749,Paroxysmal bursts of laughter,,['Paroxysmal laughter'],Paroxysmal bursts of laughter.  Paroxysmal laughter
HP:0000750,Delayed speech and language development,A degree of language development that is significantly below the norm for a child of a specified age.,"['Deficiency of speech development', 'Delayed language development', 'Delayed speech', 'Delayed speech acquisition', 'Delayed speech and language development', 'Delayed speech development', 'Impaired speech and language development', 'Impaired speech development', 'Language delay', 'Language delayed', 'Language development deficit', 'Late-onset speech development', 'Poor language development', 'Speech and language delay', 'Speech and language difficulties', 'Speech delay', 'Poor speech acquisition', 'Poor speech development', 'Speech difficulties']",Delayed speech and language development. A degree of language development that is significantly below the norm for a child of a specified age. Deficiency of speech development. Delayed language development. Delayed speech. Delayed speech acquisition. Delayed speech and language development. Delayed speech development. Impaired speech and language development. Impaired speech development. Language delay. Language delayed. Language development deficit. Late-onset speech development. Poor language development. Speech and language delay. Speech and language difficulties. Speech delay. Poor speech acquisition. Poor speech development. Speech difficulties
HP:0000751,Personality changes,"An abnormal shift in patterns of thinking, acting, or feeling.","['Personality change', 'Personality changes']","Personality changes. An abnormal shift in patterns of thinking, acting, or feeling. Personality change. Personality changes"
HP:0000752,Hyperactivity,"Hyperactivity is a condition characterized by constant and unusually high levels of activity, even in situations where it is deemed inappropriate.","['Hyperactive behavior', 'Hyperactive behaviour', 'Hyperkinetic disorder', 'More active than typical', 'hyperkinetic disorder']","Hyperactivity. Hyperactivity is a condition characterized by constant and unusually high levels of activity, even in situations where it is deemed inappropriate. Hyperactive behavior. Hyperactive behaviour. Hyperkinetic disorder. More active than typical. hyperkinetic disorder"
HP:0000753,Autism with high cognitive abilities,,[],Autism with high cognitive abilities.  
HP:0000756,Agoraphobia,"A type of anxiety disorder characterized by the avoidance of public places, especially where crowds gather.",['Fear of open spaces'],"Agoraphobia. A type of anxiety disorder characterized by the avoidance of public places, especially where crowds gather. Fear of open spaces"
HP:0000757,Lack of insight,"Lack of insight (Anosognosia) is a neurological condition in which an individual is unaware of his or her own neurological deficit or psychiatric condition. Anosognosia can be associated with mental illness, dementia, and structural brain lesions and can affect an individual's conscious awareness of deficits involving judgment, emotions, memory, executive function, language skills, and motor ability.","['Anosognosia', 'Lack of insight']","Lack of insight. Lack of insight (Anosognosia) is a neurological condition in which an individual is unaware of his or her own neurological deficit or psychiatric condition. Anosognosia can be associated with mental illness, dementia, and structural brain lesions and can affect an individual's conscious awareness of deficits involving judgment, emotions, memory, executive function, language skills, and motor ability. Anosognosia. Lack of insight"
HP:0000758,Abnormal nonverbal communicative behavior,"Abnormalities in eye contact, communicative facial expressions, gesture use, or the use of others' bodies to communicate convey shared meanings within a culture that replace or supplement verbal communication.","['Abnormal nonverbal communicative behavior', 'Impaired use of nonverbal behaviors', 'Impaired use of nonverbal behaviours']","Abnormal nonverbal communicative behavior. Abnormalities in eye contact, communicative facial expressions, gesture use, or the use of others' bodies to communicate convey shared meanings within a culture that replace or supplement verbal communication. Abnormal nonverbal communicative behavior. Impaired use of nonverbal behaviors. Impaired use of nonverbal behaviours"
HP:0000759,Abnormal peripheral nervous system morphology,"A structural abnormality of the peripheral nervous system, which is composed of the nerves that lead to or branch off from the central nervous system. This includes the cranial nerves (olfactory and optic nerves are technically part of the central nervous system).","['Abnormal peripheral nervous system structure', 'Peripheral nervous system disease']","Abnormal peripheral nervous system morphology. A structural abnormality of the peripheral nervous system, which is composed of the nerves that lead to or branch off from the central nervous system. This includes the cranial nerves (olfactory and optic nerves are technically part of the central nervous system). Abnormal peripheral nervous system structure. Peripheral nervous system disease"
HP:0000762,Decreased nerve conduction velocity,A reduction in the speed at which electrical signals propagate along the axon of a neuron.,"['Decreased NCV', 'Decreased nerve conduction velocities', 'Delayed nerve conduction velocity', 'Reduced nerve conduction velocities', 'Slow nerve conduction velocity', 'Slowed nerve conduction velocities']",Decreased nerve conduction velocity. A reduction in the speed at which electrical signals propagate along the axon of a neuron. Decreased NCV. Decreased nerve conduction velocities. Delayed nerve conduction velocity. Reduced nerve conduction velocities. Slow nerve conduction velocity. Slowed nerve conduction velocities
HP:0000763,Sensory neuropathy,Peripheral neuropathy affecting the sensory nerves.,"['Damage to nerves that sense feeling', 'Peripheral sensory neuropathy']",Sensory neuropathy. Peripheral neuropathy affecting the sensory nerves. Damage to nerves that sense feeling. Peripheral sensory neuropathy
HP:0000764,Peripheral axonal degeneration,Progressive deterioration of peripheral axons.,[],Peripheral axonal degeneration. Progressive deterioration of peripheral axons. 
HP:0000765,Abnormal thorax morphology,"Any abnormality of the thorax (the region of the body formed by the sternum, the thoracic vertebrae and the ribs).","['Abnormality of the chest', 'Abnormality of the thorax', 'Structural abnormality of the chest wall']","Abnormal thorax morphology. Any abnormality of the thorax (the region of the body formed by the sternum, the thoracic vertebrae and the ribs). Abnormality of the chest. Abnormality of the thorax. Structural abnormality of the chest wall"
HP:0000766,Abnormal sternum morphology,"An anomaly of the sternum, also known as the breastbone.","['Abnormality of the sternum', 'Pectus carinatum or pectus excavatum', 'Pectus deformities', 'Pectus deformity', 'Pectus excavatum or carinatum', 'Pectus excavatum or pectus carinatum', 'Pectus excavatum/carinatum', 'Sternal anomalies']","Abnormal sternum morphology. An anomaly of the sternum, also known as the breastbone. Abnormality of the sternum. Pectus carinatum or pectus excavatum. Pectus deformities. Pectus deformity. Pectus excavatum or carinatum. Pectus excavatum or pectus carinatum. Pectus excavatum/carinatum. Sternal anomalies"
HP:0000767,Pectus excavatum,"A defect of the chest wall characterized by a depression of the sternum, giving the chest (""pectus"") a caved-in (""excavatum"") appearance.",['Funnel chest'],"Pectus excavatum. A defect of the chest wall characterized by a depression of the sternum, giving the chest (""pectus"") a caved-in (""excavatum"") appearance. Funnel chest"
HP:0000768,Pectus carinatum,A deformity of the chest caused by overgrowth of the ribs and characterized by protrusion of the sternum.,['Pigeon chest'],Pectus carinatum. A deformity of the chest caused by overgrowth of the ribs and characterized by protrusion of the sternum. Pigeon chest
HP:0000769,Abnormality of the breast,An abnormality of the breast.,['Abnormality of the breast'],Abnormality of the breast. An abnormality of the breast. Abnormality of the breast
HP:0000771,Gynecomastia,Abnormal development of large mammary glands in males resulting in breast enlargement.,"['Enlarged male breast', 'Gynaecomastia']",Gynecomastia. Abnormal development of large mammary glands in males resulting in breast enlargement. Enlarged male breast. Gynaecomastia
HP:0000772,Abnormal rib morphology,An anomaly of the rib.,"['Abnormality of the ribs', 'Rib abnormalities', 'Rib anomalies']",Abnormal rib morphology. An anomaly of the rib. Abnormality of the ribs. Rib abnormalities. Rib anomalies
HP:0000773,Short ribs,Reduced rib length.,"['Hypoplastic ribs', 'Rib hypoplasia', 'Short ribs']",Short ribs. Reduced rib length. Hypoplastic ribs. Rib hypoplasia. Short ribs
HP:0000774,Narrow chest,"Reduced width of the chest from side to side, associated with a reduced distance from the sternal notch to the tip of the shoulder.","['Low chest circumference', 'Narrow chest', 'Narrow shoulders', 'Narrow thorax', 'Reduced anterior-posterior chest diameter']","Narrow chest. Reduced width of the chest from side to side, associated with a reduced distance from the sternal notch to the tip of the shoulder. Low chest circumference. Narrow chest. Narrow shoulders. Narrow thorax. Reduced anterior-posterior chest diameter"
HP:0000775,Abnormality of the diaphragm,"Any abnormality of the diaphragm, the sheet of skeletal muscle that separates the thoracic cavity from the abdominal cavity.","['Abnormality of the diaphragm', 'Diaphragm issues', 'Diaphragmatic defect']","Abnormality of the diaphragm. Any abnormality of the diaphragm, the sheet of skeletal muscle that separates the thoracic cavity from the abdominal cavity. Abnormality of the diaphragm. Diaphragm issues. Diaphragmatic defect"
HP:0000776,Congenital diaphragmatic hernia,The presence of a hernia of the diaphragm present at birth.,['Diaphragmatic hernia'],Congenital diaphragmatic hernia. The presence of a hernia of the diaphragm present at birth. Diaphragmatic hernia
HP:0000777,Abnormal thymus morphology,"Abnormality of the thymus, an organ located in the upper anterior portion of the chest cavity just behind the sternum and whose main function is to provide an environment for T lymphocyte maturation.",['Abnormality of the thymus'],"Abnormal thymus morphology. Abnormality of the thymus, an organ located in the upper anterior portion of the chest cavity just behind the sternum and whose main function is to provide an environment for T lymphocyte maturation. Abnormality of the thymus"
HP:0000778,Hypoplasia of the thymus,Underdevelopment of the thymus.,"['Small thymus', 'Thymic hypoplasia', 'Thymus hypoplasia']",Hypoplasia of the thymus. Underdevelopment of the thymus. Small thymus. Thymic hypoplasia. Thymus hypoplasia
HP:0000782,Abnormal scapula morphology,"Any abnormality of the scapula, also known as the shoulder blade.",['Abnormality of the shoulder blade'],"Abnormal scapula morphology. Any abnormality of the scapula, also known as the shoulder blade. Abnormality of the shoulder blade"
HP:0000786,Primary amenorrhea,,[],Primary amenorrhea.  
HP:0000787,Nephrolithiasis,The presence of calculi (stones) in the kidneys.,"['Kidney stones', 'Renal calculi', 'Renal stones']",Nephrolithiasis. The presence of calculi (stones) in the kidneys. Kidney stones. Renal calculi. Renal stones
HP:0000789,Infertility,,['Infertility'],Infertility.  Infertility
HP:0000790,Hematuria,The presence of blood in the urine. Hematuria may be gross hematuria (visible to the naked eye) or microscopic hematuria (detected by dipstick or microscopic examination of the urine).,"['High urine occult blood', 'Blood in urine']",Hematuria. The presence of blood in the urine. Hematuria may be gross hematuria (visible to the naked eye) or microscopic hematuria (detected by dipstick or microscopic examination of the urine). High urine occult blood. Blood in urine
HP:0000791,Uric acid nephrolithiasis,The presence of uric acid-containing calculi (stones) in the kidneys.,"['Uric acid stones', 'Uric acid urolithiasis']",Uric acid nephrolithiasis. The presence of uric acid-containing calculi (stones) in the kidneys. Uric acid stones. Uric acid urolithiasis
HP:0000793,Membranoproliferative glomerulonephritis,"A type of glomerulonephritis characterized by diffuse mesangial cell proliferation and the thickening of capillary walls due to subendothelial extension of the mesangium. The term membranoproliferative glomerulonephritis is often employed to denote a general pattern of glomerular injury seen in a variety of disease processes that share a common pathogenetic mechanism, rather than to describe a single disease entity","['MPGN', 'Mesangiocapillary glomerulonephritis']","Membranoproliferative glomerulonephritis. A type of glomerulonephritis characterized by diffuse mesangial cell proliferation and the thickening of capillary walls due to subendothelial extension of the mesangium. The term membranoproliferative glomerulonephritis is often employed to denote a general pattern of glomerular injury seen in a variety of disease processes that share a common pathogenetic mechanism, rather than to describe a single disease entity MPGN. Mesangiocapillary glomerulonephritis"
HP:0000794,IgA deposition in the glomerulus,The presence of immunoglobulin A deposits in the glomerulus.,['IgA nephropathy'],IgA deposition in the glomerulus. The presence of immunoglobulin A deposits in the glomerulus. IgA nephropathy
HP:0000795,Abnormality of the urethra,"An abnormality of the urethra, i.e., of the tube which connects the urinary bladder to the outside of the body.",['Urethra issue'],"Abnormality of the urethra. An abnormality of the urethra, i.e., of the tube which connects the urinary bladder to the outside of the body. Urethra issue"
HP:0000796,Urethral obstruction,Obstruction of the flow of urine through the urethra.,[],Urethral obstruction. Obstruction of the flow of urine through the urethra. 
HP:0000798,Oligozoospermia,"Reduced count of spermatozoa in the semen, defined as a sperm count below 20 million per milliliter semen.","['Low sperm count', 'Oligospermia']","Oligozoospermia. Reduced count of spermatozoa in the semen, defined as a sperm count below 20 million per milliliter semen. Low sperm count. Oligospermia"
HP:0000799,Renal steatosis,Abnormal fat accumulation in the kidneys.,['Fatty kidney'],Renal steatosis. Abnormal fat accumulation in the kidneys. Fatty kidney
HP:0000800,Cystic renal dysplasia,,"['Bilateral cystic dysplasia', 'Renal cystic dysplasia', 'Renal dysplasia, cystic']","Cystic renal dysplasia.  Bilateral cystic dysplasia. Renal cystic dysplasia. Renal dysplasia, cystic"
HP:0000802,Impotence,Inability to develop or maintain an erection of the penis.,"['Difficulty getting a full erection', 'Difficulty getting an erection']",Impotence. Inability to develop or maintain an erection of the penis. Difficulty getting a full erection. Difficulty getting an erection
HP:0000803,Renal cortical cysts,Cysts of the cortex of the kidney.,['Cortical cysts'],Renal cortical cysts. Cysts of the cortex of the kidney. Cortical cysts
HP:0000804,Xanthine nephrolithiasis,The presence of xanthine-containing calculi (stones) in the kidneys.,"['Urinary xanthine stones', 'Xanthine stones']",Xanthine nephrolithiasis. The presence of xanthine-containing calculi (stones) in the kidneys. Urinary xanthine stones. Xanthine stones
HP:0000805,Enuresis,Lack of the ability to control the urinary bladder leading to involuntary urination at an age where control of the bladder should already be possible.,[],Enuresis. Lack of the ability to control the urinary bladder leading to involuntary urination at an age where control of the bladder should already be possible. 
HP:0000807,Glanular hypospadias,"A type of hypospadias in which the urethral meatus is located at the head of the penis, but not all the way at the tip.",['Balanic hypospadias'],"Glanular hypospadias. A type of hypospadias in which the urethral meatus is located at the head of the penis, but not all the way at the tip. Balanic hypospadias"
HP:0000808,Penoscrotal hypospadias,A severe form of hypospadias in which the urethral opening is located at the junction of the penis and scrotum.,[],Penoscrotal hypospadias. A severe form of hypospadias in which the urethral opening is located at the junction of the penis and scrotum. 
HP:0000809,Urinary tract atresia,Congenital absence of the normal opening of a structure of the urinary tract.,[],Urinary tract atresia. Congenital absence of the normal opening of a structure of the urinary tract. 
HP:0000811,Abnormal external genitalia morphology,A structural anomaly of the external genitalia.,['Abnormal external genitalia'],Abnormal external genitalia morphology. A structural anomaly of the external genitalia. Abnormal external genitalia
HP:0000812,Abnormal internal genitalia,"An anomaly of the adnexa, uterus, and vagina (in female) or seminal tract and prostate (in male).",['Abnormal internal genitalia'],"Abnormal internal genitalia. An anomaly of the adnexa, uterus, and vagina (in female) or seminal tract and prostate (in male). Abnormal internal genitalia"
HP:0000813,Bicornuate uterus,The presence of a bicornuate uterus.,"['Heart shaped uterus', 'Heart-shaped uterus', 'Uterus bicornis']",Bicornuate uterus. The presence of a bicornuate uterus. Heart shaped uterus. Heart-shaped uterus. Uterus bicornis
HP:0000815,Hypergonadotropic hypogonadism,Reduced function of the gonads (testes in males or ovaries in females) associated with excess pituitary gonadotropin secretion and resulting in delayed sexual development and growth delay.,"['Hypergonadotrophic hypogonadism', 'Primary hypogonadism']",Hypergonadotropic hypogonadism. Reduced function of the gonads (testes in males or ovaries in females) associated with excess pituitary gonadotropin secretion and resulting in delayed sexual development and growth delay. Hypergonadotrophic hypogonadism. Primary hypogonadism
HP:0000816,Abnormality of Krebs cycle metabolism,An abnormality of the tricarboxylic acid cycle.,"['Abnormality of citric acid cycle', 'Abnormality of the tricarboxylic cycle']",Abnormality of Krebs cycle metabolism. An abnormality of the tricarboxylic acid cycle. Abnormality of citric acid cycle. Abnormality of the tricarboxylic cycle
HP:0000817,Reduced eye contact,A reduced frequency or duration of eye contact.,['Poor eye contact'],Reduced eye contact. A reduced frequency or duration of eye contact. Poor eye contact
HP:0000818,Abnormality of the endocrine system,An abnormality of the endocrine system.,['Endocrine system disease'],Abnormality of the endocrine system. An abnormality of the endocrine system. Endocrine system disease
HP:0000819,Diabetes mellitus,A group of abnormalities characterized by hyperglycemia and glucose intolerance.,[],Diabetes mellitus. A group of abnormalities characterized by hyperglycemia and glucose intolerance. 
HP:0000820,Abnormality of the thyroid gland,An abnormality of the thyroid gland.,"['Abnormality of the thyroid gland', 'Thyroid abnormality', 'Thyroid disease']",Abnormality of the thyroid gland. An abnormality of the thyroid gland. Abnormality of the thyroid gland. Thyroid abnormality. Thyroid disease
HP:0000821,Hypothyroidism,Deficiency of thyroid hormone.,"['Low T4', 'Underactive thyroid']",Hypothyroidism. Deficiency of thyroid hormone. Low T4. Underactive thyroid
HP:0000822,Hypertension,The presence of chronic increased pressure in the systemic arterial system.,"['Arterial hypertension', 'Systemic hypertension', 'High blood pressure']",Hypertension. The presence of chronic increased pressure in the systemic arterial system. Arterial hypertension. Systemic hypertension. High blood pressure
HP:0000823,Delayed puberty,Passing the age when puberty normally occurs with no physical or hormonal signs of the onset of puberty.,"['Delayed pubertal development', 'Delayed pubertal growth', 'Delayed puberty', 'Pubertal delay']",Delayed puberty. Passing the age when puberty normally occurs with no physical or hormonal signs of the onset of puberty. Delayed pubertal development. Delayed pubertal growth. Delayed puberty. Pubertal delay
HP:0000824,Decreased response to growth hormone stimulation test,Insufficient responses to growth hormone (GH) provocation tests. GH deficiency is defined as a serum peak GH concentration less than 10 ng/mL on provocation with a combination of at least two separate stimulation tests.,[],Decreased response to growth hormone stimulation test. Insufficient responses to growth hormone (GH) provocation tests. GH deficiency is defined as a serum peak GH concentration less than 10 ng/mL on provocation with a combination of at least two separate stimulation tests. 
HP:0000825,Hyperinsulinemic hypoglycemia,An increased concentration of insulin combined with a decreased concentration of glucose in the blood.,"['Hyperinsulinaemic hypoglycaemia', 'Hyperinsulinemia hypoglycemia']",Hyperinsulinemic hypoglycemia. An increased concentration of insulin combined with a decreased concentration of glucose in the blood. Hyperinsulinaemic hypoglycaemia. Hyperinsulinemia hypoglycemia
HP:0000826,Precocious puberty,"The onset of secondary sexual characteristics before a normal age. Although it is difficult to define normal age ranges because of the marked variation with which puberty begins in normal children, precocious puberty can be defined as the onset of puberty before the age of 8 years in girls or 9 years in boys.","['Early onset of puberty', 'Early puberty']","Precocious puberty. The onset of secondary sexual characteristics before a normal age. Although it is difficult to define normal age ranges because of the marked variation with which puberty begins in normal children, precocious puberty can be defined as the onset of puberty before the age of 8 years in girls or 9 years in boys. Early onset of puberty. Early puberty"
HP:0000828,Abnormality of the parathyroid gland,An abnormality of the parathyroid gland.,['Parathyroid disease'],Abnormality of the parathyroid gland. An abnormality of the parathyroid gland. Parathyroid disease
HP:0000829,Hypoparathyroidism,A condition caused by a deficiency of parathyroid hormone characterized by hypocalcemia and hyperphosphatemia.,"['Decreased parathyroid hormone secretion', 'Low parathyroid hormone']",Hypoparathyroidism. A condition caused by a deficiency of parathyroid hormone characterized by hypocalcemia and hyperphosphatemia. Decreased parathyroid hormone secretion. Low parathyroid hormone
HP:0000830,Anterior hypopituitarism,"A condition of reduced function of the anterior pituitary gland characterized by decreased secretion of one or more of the pituitary hormones growth hormone, thyroid-stimulating hormone, adrenocorticotropic hormone, prolactin, luteinizing hormone, and follicle-stimulating hormone.",[],"Anterior hypopituitarism. A condition of reduced function of the anterior pituitary gland characterized by decreased secretion of one or more of the pituitary hormones growth hormone, thyroid-stimulating hormone, adrenocorticotropic hormone, prolactin, luteinizing hormone, and follicle-stimulating hormone. "
